"Etablissement","Code_etablissement","Code_commune","Secteur","Effectif","Taux_reussite","Filiere"
"LYCEE DU GOLFE DE SAINT TROPEZ (GENERAL ET TECHNO.)","0831242Z","83065","PU",32,94,"L"
"LYCEE COSTEBELLE (GENERAL ET TECHNO.)","0831563Y","83069","PU",41,93,"L"
"LYCEE JEAN AICARD","0830025B","83069","PU",68,97,"L"
"LYCEE MAINTENON (GENERAL ET TECHNO.)","0830101J","83069","PR",17,100,"L"
"LYCEE DU COUDON","0831407D","83062","PU",85,95,"L"
"LYCEE BEAUSSIER","0830050D","83126","PU",90,82,"L"
"LYCEE PAUL LANGEVIN (GENERAL ET TECHNO.)","0830923C","83126","PU",29,97,"L"
"LYCEE SAINTE MARIE","0830095C","83126","PR",11,100,"L"
"LYCEE DU VAL D'ARGENS (GENERAL ET TECHNO.)","0831646N","83086","PU",39,100,"L"
"LYCEE DE LORGUES - THOMAS EDISON (GENERAL ET TECHNO.)","0830032J","83072","PU",33,85,"L"
"LYCEE SAINT JOSEPH","0830098F","83090","PR",14,100,"L"
"LYCEE MAURICE JANETTI (GENERAL ET TECHNO.)","0831559U","83116","PU",46,93,"L"
"LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.)","0830042V","83118","PU",53,89,"L"
"LYCEE STANISLAS","0831551K","83118","PR",4,100,"L"
"LYCEE BONAPARTE","0831243A","83137","PU",64,83,"L"
"LYCEE DUMONT D URVILLE","0830053G","83137","PU",82,96,"L"
"LYCEE FENELON","0830099G","83137","PR",15,100,"L"
"LYCEE NOTRE DAME","0830100H","83137","PR",11,91,"L"
"LYCEE ALAIN FOURNIER","0180005H","18033","PU",88,97,"L"
"LYCEE MARGUERITE DE NAVARRE","0180006J","18033","PU",48,88,"L"
"LYCEE STE MARIE ST DOMINIQUE","0180561M","18033","PR",10,90,"L"
"LYCEE JEAN MOULIN","0180024D","18197","PU",21,95,"L"
"LYCEE EDOUARD VAILLANT (GENERAL ET TECHNO.)","0180035R","18279","PU",45,91,"L"
"LYCEE FULBERT","0281047L","28085","PU",56,89,"L"
"LYCEE JEHAN DE BEAUCE (GENERAL ET TECHNO.)","0280044W","28085","PU",32,94,"L"
"LYCEE MARCEAU","0280007F","28085","PU",89,88,"L"
"LYCEE NOTRE DAME","0280665W","28085","PR",20,100,"L"
"LYCEE EMILE ZOLA","0280015P","28088","PU",32,84,"L"
"LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.)","0280021W","28134","PU",44,93,"L"
"LYCEE ROTROU","0280019U","28134","PU",65,69,"L"
"LYCEE ST PIERRE ST PAUL","0280667Y","28134","PR",23,100,"L"
"LYCEE SILVIA MONFORT (GENERAL ET TECHNO.)","0281077U","28220","PU",44,86,"L"
"LYCEE REMI BELLEAU (GENERAL ET TECHNO.)","0280036M","28280","PU",23,96,"L"
"LYCEE ROLLINAT","0360002G","36006","PU",17,100,"L"
"LYCEE JEAN GIRAUDOUX","0360008N","36044","PU",47,98,"L"
"LYCEE PIERRE ET MARIE CURIE","0360009P","36044","PU",67,93,"L"
"LYCEE SAINTE SOLANGE (GENERAL ET TECHNO.)","0360693H","36044","PR",6,100,"L"
"LYCEE HONORE DE BALZAC","0360024F","36088","PU",9,100,"L"
"LYCEE GEORGE SAND (GENERAL ET TECHNO.)","0360019A","36046","PU",18,94,"L"
"LYCEE PASTEUR (GENERAL ET TECHNO.)","0360005K","36018","PU",8,88,"L"
"LYCEE LEONARD DE VINCI","0370001A","37003","PU",21,100,"L"
"LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.)","0370009J","37072","PU",26,92,"L"
"LYCEE JEAN MONNET","0371417P","37122","PU",48,98,"L"
"LYCEE SAINT GATIEN","0370748M","37122","PR",4,100,"L"
"LYCEE ALFRED DE VIGNY","0370016S","37132","PU",19,100,"L"
"LYCEE SAINT DENIS","0370737A","37132","PR",12,100,"L"
"LYCEE BALZAC","0370036N","37261","PU",58,97,"L"
"LYCEE CHOISEUL","0370037P","37261","PU",46,93,"L"
"LYCEE DESCARTES","0370035M","37261","PU",35,100,"L"
"LYCEE GRAND ST GREGOIRE","0370727P","37261","PR",13,100,"L"
"LYCEE GRANDMONT","0370038R","37261","PU",62,87,"L"
"LYCEE JACQUES DE VAUCANSON","0371418R","37261","PU",29,97,"L"
"LYCEE MARMOUTIER","0370881G","37261","PR",8,88,"L"
"LYCEE PAUL-LOUIS COURIER","0370039S","37261","PU",50,94,"L"
"LYCEE SAINT MEDARD INST N-D LA RICHE","0370728R","37261","PR",12,92,"L"
"LYCEE STE URSULE","0370731U","37261","PR",31,100,"L"
"LYCEE AUGUSTIN THIERRY (GENERAL ET TECHNO.)","0410001D","41018","PU",22,95,"L"
"LYCEE CAMILLE CLAUDEL","0410959V","41018","PU",40,98,"L"
"LYCEE FRANCOIS PHILIBERT DESSAIGNES","0410002E","41018","PU",50,90,"L"
"LYCEE NOTRE DAME DES AYDES","0410675L","41018","PR",11,91,"L"
"LYCEE","0411071S","41180","PR",13,100,"L"
"LYCEE CLAUDE DE FRANCE","0410017W","41194","PU",29,93,"L"
"LYCEE RONSARD","0410030K","41269","PU",28,100,"L"
"LYCEE FRANCOIS VILLON","0451484U","45028","PU",44,91,"L"
"LYCEE BERNARD PALISSY","0450029M","45155","PU",31,94,"L"
"LYCEE SAINT FRANCOIS DE SALES (GENERAL ET TECHNO.)","0450106W","45155","PR",7,100,"L"
"LYCEE MAURICE GENEVOIX (GENERAL ET TECHNO.)","0451483T","45169","PU",28,79,"L"
"LYCEE EN FORET","0450040Z","45208","PU",52,98,"L"
"LYCEE SAINT LOUIS (GENERAL ET TECHNO.)","0450107X","45208","PR",3,67,"L"
"LYCEE BENJAMIN FRANKLIN (GENERAL ET TECHNO.)","0450051L","45234","PU",32,72,"L"
"LYCEE CHARLES PEGUY","0451526P","45234","PU",45,96,"L"
"LYCEE JEAN ZAY (GENERAL ET TECHNO.)","0450050K","45234","PU",49,94,"L"
"LYCEE POTHIER","0450049J","45234","PU",57,88,"L"
"LYCEE SAINT CHARLES","0450110A","45234","PR",17,100,"L"
"LYCEE SAINT PAUL-BOURDON BLANC","0450758E","45234","PR",11,100,"L"
"LYCEE STE CROIX ST EUVERTE","0450757D","45234","PR",15,100,"L"
"LYCEE VOLTAIRE","0450782F","45234","PU",23,91,"L"
"LYCEE DUHAMEL DU MONCEAU","0450062Y","45252","PU",30,97,"L"
"LYCEE JACQUES MONOD","0451462V","45284","PU",29,90,"L"
"LYCEE SIMONE WEIL","0750651A","75103","PU",11,82,"L"
"LYCEE TURGOT","0750647W","75103","PU",32,97,"L"
"LYCEE VICTOR HUGO","0750648X","75103","PU",69,100,"L"
"LYCEE CHARLEMAGNE","0750652B","75104","PU",28,96,"L"
"LYCEE LES FRANCS BOURGEOIS","0753820V","75104","PR",22,100,"L"
"LYCEE MASSILLON","0753824Z","75104","PR",28,100,"L"
"LYCEE SOPHIE GERMAIN","0750653C","75104","PU",42,100,"L"
"LYCEE HENRI IV","0750654D","75105","PU",47,100,"L"
"LYCEE LAVOISIER","0750656F","75105","PU",20,95,"L"
"LYCEE LOUIS LE GRAND","0750655E","75105","PU",27,100,"L"
"LYCEE LOUISE DE MARILLAC","0753827C","75105","PR",22,100,"L"
"LYCEE SEVIGNE","0753598D","75105","PR",18,100,"L"
"ECOLE ALSACIENNE","0753647G","75106","PR",17,100,"L"
"LYCEE FENELON","0750660K","75106","PU",24,96,"L"
"LYCEE MONTAIGNE","0750657G","75106","PU",34,94,"L"
"LYCEE NOTRE-DAME DE SION","0753842U","75106","PR",20,100,"L"
"LYCEE SAINT-SULPICE","0753838P","75106","PR",57,98,"L"
"LYCEE SAINTE-GENEVIEVE","0753844W","75106","PR",31,100,"L"
"LYCEE STANISLAS","0753840S","75106","PR",22,100,"L"
"LYCEE PAUL CLAUDEL","0753809H","75107","PR",39,100,"L"
"LYCEE SAINT-THOMAS D'AQUIN","0753850C","75107","PR",27,100,"L"
"LYCEE THERESE CHAPPUIS","0754860A","75107","PR",8,88,"L"
"LYCEE VICTOR DURUY","0750662M","75107","PU",48,100,"L"
"LYCEE FENELON SAINTE-MARIE","0753873C","75108","PR",22,100,"L"
"LYCEE RACINE","0750664P","75108","PU",92,100,"L"
"LYCEE CONDORCET","0750667T","75109","PU",23,100,"L"
"LYCEE EDGAR QUINET (GENERAL ET TECHNO.)","0750671X","75109","PU",19,74,"L"
"LYCEE JACQUES DECOUR","0750668U","75109","PU",36,86,"L"
"LYCEE JULES FERRY","0750669V","75109","PU",53,91,"L"
"LYCEE LAMARTINE","0750670W","75109","PU",32,88,"L"
"LYCEE BOSSUET-NOTRE-DAME","0753887T","75110","PR",25,100,"L"
"LYCEE COLBERT","0750673Z","75110","PU",63,84,"L"
"LYCEE EDGAR POE","0753883N","75110","PR",35,100,"L"
"LYCEE ROCROY SAINT-VINCENT DE PAUL","0753885R","75110","PR",23,100,"L"
"LYCEE CHARLES PEGUY","0753890W","75111","PR",27,100,"L"
"LYCEE DORIAN (GENERAL ET TECHNO.)","0750676C","75111","PU",21,95,"L"
"LYCEE VOLTAIRE","0750675B","75111","PU",67,84,"L"
"LYCEE E. NAPOLEON ST PIERRE FOURIER","0753898E","75112","PR",23,96,"L"
"LYCEE GEORGES LEVEN","0753935V","75112","PR",3,100,"L"
"LYCEE PAUL VALERY","0750679F","75112","PU",49,96,"L"
"LYCEE SAINT-MICHEL DE PICPUS","0753897D","75112","PR",24,100,"L"
"LYCEE CLAUDE MONET","0750683K","75113","PU",37,100,"L"
"LYCEE GABRIEL FAURE","0750684L","75113","PU",20,85,"L"
"LYCEE JEAN LURCAT (GENERAL ET TECHNO.)","0753268V","75113","PU",1,100,"L"
"LYCEE LAZARE PONTICELLI (GENERAL ET TECHNO.)","0750786X","75113","PU",9,78,"L"
"LYCEE NOTRE-DAME -ST VINCENT DE PAUL","0754924V","75113","PR",24,100,"L"
"LYCEE NOTRE-DAME DE FRANCE","0753902J","75113","PR",15,100,"L"
"LYCEE RODIN","0750682J","75113","PU",50,94,"L"
"LYCEE FRANCOIS VILLON","0750690T","75114","PU",9,100,"L"
"LYCEE PAUL BERT","0750689S","75114","PU",32,94,"L"
"ECOLE ACTIVE JEANNINE MANUEL","0753874D","75115","PR",19,100,"L"
"LYCEE AUTOGERE","0754401B","75115","PU",30,43,"L"
"LYCEE BLOMET","0753915Y","75115","PR",32,100,"L"
"LYCEE BUFFON","0750693W","75115","PU",67,93,"L"
"LYCEE CAMILLE SEE","0750694X","75115","PU",25,80,"L"
"LYCEE SAINTE-ELISABETH","0753916Z","75115","PR",11,100,"L"
"LYCEE CLAUDE BERNARD","0750698B","75116","PU",32,81,"L"
"LYCEE JANSON DE SAILLY","0750699C","75116","PU",24,100,"L"
"LYCEE JEAN DE LA FONTAINE","0750702F","75116","PU",21,100,"L"
"LYCEE JEAN-BAPTISTE SAY","0750700D","75116","PU",15,100,"L"
"LYCEE L'ASSOMPTION","0753948J","75116","PR",13,100,"L"
"LYCEE LA TOUR","0753943D","75116","PR",11,100,"L"
"LYCEE MOLIERE","0750703G","75116","PU",35,97,"L"
"LYCEE NOTRE-DAME DES OISEAUX","0753946G","75116","PR",18,83,"L"
"LYCEE PASCAL","0753919C","75116","PR",22,100,"L"
"LYCEE PASSY-SAINT-HONORE","0754666P","75116","PR",7,100,"L"
"ECOLE  INTERNATIONAL BILINGUE","0752937K","75117","PR",20,95,"L"
"LYCEE CARNOT","0750704H","75117","PU",25,92,"L"
"LYCEE HONORE DE BALZAC","0750705J","75117","PU",66,98,"L"
"LYCEE SAINT-MICHEL DES BATIGNOLLES","0753959W","75117","PR",24,100,"L"
"LYCEE STE URSULE-LOUISE BETTIGNIES","0754081D","75117","PR",16,100,"L"
"LYCEE CHARLES DE FOUCAULD","0754086J","75118","PR",27,100,"L"
"LYCEE RABELAIS-PARAMEDICAL ET SOCIAL","0750688R","75118","PU",15,80,"L"
"LYCEE GEORGES BRASSENS","0754684J","75119","PU",76,99,"L"
"LYCEE HENRI BERGSON","0750711R","75119","PU",31,94,"L"
"LYCEE LES PETITS CHAMPS","0753815P","75119","PR",26,100,"L"
"LYCEE HELENE BOUCHER","0750714U","75120","PU",62,94,"L"
"LYCEE MAURICE RAVEL","0750715V","75120","PU",63,94,"L"
"LYCEE SAINTE LOUISE","0755709Y","75120","PR",20,100,"L"
"LYCEE GUEZ DE BALZAC","0160002R","16015","PU",76,96,"L"
"LYCEE IMAGE ET SON","0161095D","16015","PU",89,91,"L"
"LYCEE MARGUERITE DE VALOIS","0160003S","16015","PU",57,89,"L"
"LYCEE SAINT PAUL","0160062F","16015","PR",21,100,"L"
"LYCEE ELIE VINET","0160010Z","16028","PU",24,96,"L"
"LYCEE DE BEAULIEU","0160065J","16102","PR",8,100,"L"
"LYCEE JEAN MONNET (GENERAL ET TECHNO.)","0160020K","16102","PU",34,79,"L"
"LYCEE EMILE ROUX (GENERAL ET TECHNO.)","0160022M","16106","PU",24,100,"L"
"LYCEE DE LA MER ET DU LITTORAL","0171428K","17058","PU",18,94,"L"
"LYCEE JEAN HYPPOLITE (GENERAL ET TECHNO.)","0170135E","17197","PU",36,97,"L"
"LYCEE FENELON NOTRE-DAME (GENERAL ET TECHNO.)","0170100S","17300","PR",26,88,"L"
"LYCEE JEAN DAUTET","0170028N","17300","PU",72,99,"L"
"LYCEE RENE JOSUE VALIN","0170027M","17300","PU",76,96,"L"
"LYCEE SAINT-EXUPERY","0171418Z","17300","PU",54,91,"L"
"LYCEE EMILE COMBES (GENERAL ET TECHNO.)","0170020E","17283","PU",16,88,"L"
"LYCEE SAINT LOUIS","0170098P","17284","PR",15,100,"L"
"LYCEE MAURICE MERLEAU-PONTY","0170022G","17299","PU",55,93,"L"
"LYCEE CORDOUAN","0170042D","17306","PU",48,94,"L"
"LYCEE BELLEVUE","0170058W","17415","PU",57,95,"L"
"LYCEE BERNARD PALISSY","0170060Y","17415","PU",34,94,"L"
"LYCEE NOTRE DAME DE RECOUVRANCE","0170103V","17415","PR",3,100,"L"
"LYCEE LOUIS AUDOUIN DUBREUIL (GENERAL ET TECHNO.)","0170051N","17347","PU",19,100,"L"
"LYCEE LEPMO","0171472H","17411","PU",14,79,"L"
"LYCEE MAURICE GENEVOIX","0790007D","79049","PU",41,90,"L"
"LYCEE SAINT JOSEPH (GENERAL ET TECHNO.)","0790080H","79049","PR",16,100,"L"
"LYCEE JOSEPH DESFONTAINES","0790019S","79174","PU",25,80,"L"
"LYCEE JEAN MACE","0790023W","79191","PU",37,95,"L"
"LYCEE PAUL GUERIN","0790024X","79191","PU",18,94,"L"
"LYCEE SAINT ANDRE (GENERAL ET TECHNO.)","0790078F","79191","PR",21,95,"L"
"LYCEE VENISE VERTE","0791062A","79191","PU",32,88,"L"
"LYCEE ERNEST PEROCHON","0790029C","79202","PU",24,96,"L"
"LYCEE DU HAUT VAL DE SEVRE (GENERAL ET TECHNO.)","0790031E","79270","PU",12,100,"L"
"CITE SCOLAIRE JEAN MOULIN","0790036K","79329","PU",24,88,"L"
"LYCEE MARCELIN BERTHELOT","0860003L","86066","PU",87,84,"L"
"LYCEE ANDRE THEURIET","0860009T","86078","PU",20,100,"L"
"LYCEE PILOTE INNOVANT INTERNATIONAL","0861223M","86115","PU",26,96,"L"
"LYCEE GUY CHAUVET","0860021F","86137","PU",15,100,"L"
"LYCEE JEAN MOULIN","0860028N","86165","PU",19,100,"L"
"LYCEE ALIENOR D AQUITAINE","0860038Z","86194","PU",30,83,"L"
"LYCEE CAMILLE GUERIN","0860035W","86194","PU",35,91,"L"
"LYCEE DU BOIS D'AMOUR","0861228T","86194","PU",62,97,"L"
"LYCEE ISAAC DE L'ETOILE (FEUILLANTS)","0860755D","86194","PR",20,100,"L"
"LYCEE UNION CHRETIENNE","0860903P","86194","PR",11,100,"L"
"LYCEE VICTOR HUGO","0860034V","86194","PU",70,93,"L"
"LYCEE CHANZY","0080006N","8105","PU",54,93,"L"
"LYCEE MONGE","0080027L","8105","PU",20,85,"L"
"LYCEE SAINT PAUL (GENERAL ET TECHNO.)","0080082W","8105","PR",11,82,"L"
"LYCEE SEVIGNE","0080007P","8105","PU",23,87,"L"
"LYCEE VAUBAN","0080018B","8190","PU",6,83,"L"
"LYCEE PAUL VERLAINE (GENERAL ET TECHNO.)","0080039Z","8362","PU",27,89,"L"
"LYCEE JEAN MOULIN (GENERAL ET TECHNO.)","0080040A","8363","PU",23,78,"L"
"LYCEE MABILLON","0080081V","8409","PR",17,94,"L"
"LYCEE PIERRE BAYLE","0080045F","8409","PU",31,97,"L"
"LYCEE THOMAS MASARYK","0080053P","8490","PU",12,92,"L"
"LYCEE GASTON BACHELARD (GENERAL ET TECHNO.)","0100003Z","10033","PU",19,74,"L"
"LYCEE EDOUARD HERRIOT","0101016A","10362","PU",42,95,"L"
"LYCEE F. ET I. JOLIOT CURIE","0100015M","10323","PU",23,87,"L"
"LYCEE CAMILLE CLAUDEL","0101028N","10387","PU",31,100,"L"
"LYCEE CHRESTIEN DE TROYES","0100022V","10387","PU",27,81,"L"
"LYCEE MARIE DE CHAMPAGNE (GENERAL ET TECHNO.)","0100023W","10387","PU",31,87,"L"
"LYCEE ST BERNARD","0100047X","10387","PR",23,100,"L"
"LYCEE ST FRANCOIS DE SALES","0100046W","10387","PR",25,92,"L"
"LYCEE EDME BOUCHARDON","0520844K","52121","PU",31,94,"L"
"LYCEE DIDEROT (GENERAL ET TECHNO.)","0520021R","52269","PU",16,94,"L"
"LYCEE ESTIC","0520679F","52448","PR",12,100,"L"
"LYCEE ST EXUPERY","0520027X","52448","PU",23,100,"L"
"LYCEE FREDERIC OZANAM","0511147V","51108","PR",21,90,"L"
"LYCEE PIERRE BAYEN","0510006E","51108","PU",55,93,"L"
"LYCEE EUROPEEN STEPHANE HESSEL (GENERAL ET TECHNO.)","0510068X","51230","PU",61,97,"L"
"LYCEE NOTRE-DAME ST VICTOR","0511135G","51230","PR",6,100,"L"
"LYCEE COLBERT","0511901P","51454","PU",31,87,"L"
"LYCEE GEORGES BRIERE (GENERAL ET TECHNO.)","0511884W","51454","PU",5,80,"L"
"LYCEE GEORGES CLEMENCEAU","0510031G","51454","PU",70,90,"L"
"LYCEE JEAN JAURES","0510032H","51454","PU",44,100,"L"
"LYCEE JEAN XXIII","0511130B","51454","PR",22,100,"L"
"LYCEE MARC CHAGALL","0511926S","51454","PU",47,89,"L"
"LYCEE SACRE-COEUR","0511142P","51454","PR",12,100,"L"
"LYCEE LA FONTAINE DU VE (GENERAL ET TECHNO.)","0510053F","51535","PU",33,82,"L"
"LYCEE FRANCOIS 1ER (GENERAL ET TECHNO.)","0510062R","51649","PU",19,95,"L"
"LYCEE CORDELIERS-N-D DE LA VICTOIRE","0220094H","22050","PR",23,100,"L"
"LYCEE DE LA FONTAINE DES EAUX (GENERAL ET TECHNO.)","0220013V","22050","PU",32,91,"L"
"LYCEE AUGUSTE PAVIE","0220018A","22070","PU",34,97,"L"
"LYCEE NOTRE DAME","0220097L","22070","PR",17,82,"L"
"LYCEE HENRI AVRIL (GENERAL ET TECHNO.)","0220196U","22093","PU",32,100,"L"
"LYCEE ST JOSEPH","0220099N","22093","PR",15,93,"L"
"LYCEE FELIX LE DANTEC","0220023F","22113","PU",47,98,"L"
"LYCEE SAINT JOSEPH - BOSSUET","0220102S","22113","PR",20,100,"L"
"LYCEE FULGENCE BIENVENUE (GENERAL ET TECHNO.)","0220027K","22136","PU",6,83,"L"
"LYCEE ST JOSEPH","0221589H","22136","PR",11,100,"L"
"LYCEE KERRAOUL (GENERAL ET TECHNO.)","0221571N","22162","PU",18,89,"L"
"LYCEE JEAN XXIII","0220106W","22262","PR",8,100,"L"
"LYCEE NOTRE DAME DE CAMPOSTAL","0220107X","22266","PR",8,100,"L"
"LYCEE ERNEST RENAN","0220057T","22278","PU",46,96,"L"
"LYCEE EUGENE FREYSSINET","0220060W","22278","PU",23,91,"L"
"LYCEE FRANCOIS RABELAIS","0220056S","22278","PU",34,88,"L"
"LYCEE ST CHARLES","0220110A","22278","PR",12,100,"L"
"LYCEE ST PIERRE","0220111B","22278","PR",20,95,"L"
"LYCEE JOSEPH SAVINA","0220065B","22362","PU",48,92,"L"
"LYCEE AMIRAL RONARC'H","0290008B","29019","PU",38,97,"L"
"LYCEE DE L'HARTELOIRE","0290010D","29019","PU",34,85,"L"
"LYCEE DE L'IROISE","0290009C","29019","PU",20,95,"L"
"LYCEE ESTRAN CHARLES DE FOUCAULD","0290336H","29019","PR",19,89,"L"
"LYCEE JAVOUHEY","0290181P","29019","PR",16,94,"L"
"LYCEE LA PEROUSE-KERICHEN","0290007A","29019","PU",67,100,"L"
"LYCEE STE ANNE","0290338K","29019","PR",12,92,"L"
"LYCEE DIWAN","0292137R","29024","PR",32,100,"L"
"LYCEE PAUL SERUSIER (GENERAL ET TECHNO.)","0290022S","29024","PU",14,100,"L"
"LYCEE JEAN MOULIN","0290023T","29026","PU",24,92,"L"
"LYCEE ST LOUIS","0290156M","29026","PR",12,100,"L"
"LYCEE PIERRE GUEGUIN (GENERAL ET TECHNO.)","0290030A","29039","PU",32,97,"L"
"LYCEE ST JOSEPH","0291654R","29039","PR",14,100,"L"
"LYCEE JEAN-MARIE LE BRIS","0290034E","29046","PU",20,90,"L"
"LYCEE SAINT BLAISE","0290194D","29046","PR",18,94,"L"
"LYCEE DE L'ELORN (GENERAL ET TECHNO.)","0290044R","29103","PU",18,100,"L"
"LYCEE ST SEBASTIEN","0290159R","29103","PR",8,100,"L"
"LYCEE DU LEON","0292047T","29105","PU",17,100,"L"
"LYCEE ST ESPRIT","0290198H","29105","PR",11,91,"L"
"LYCEE ST FRANCOIS-NOTRE DAME","0290160S","29124","PR",25,100,"L"
"LYCEE NOTRE DAME DU MUR","0290164W","29151","PR",16,100,"L"
"LYCEE TRISTAN CORBIERE","0290051Y","29151","PU",30,93,"L"
"LYCEE RENE LAENNEC","0290062K","29220","PU",22,95,"L"
"LYCEE ST GABRIEL","0290168A","29220","PR",12,92,"L"
"LYCEE AUGUSTE BRIZEUX","0290069T","29232","PU",27,96,"L"
"LYCEE DE CORNOUAILLE","0290098Z","29232","PU",51,92,"L"
"LYCEE LE LIKES - LA SALLE - QUIMPER","0290170C","29232","PR",20,90,"L"
"LYCEE STE THERESE","0290171D","29232","PR",10,100,"L"
"LYCEE DE KERNEUZEC","0290076A","29233","PU",33,94,"L"
"LYCEE NOTRE DAME DE KERBERTRAND","0290174G","29233","PR",9,89,"L"
"LYCEE ND DU KREISKER","0290177K","29259","PR",23,96,"L"
"LYCEE JEAN BRITO","0352318E","35012","PU",37,97,"L"
"LYCEE ANITA CONTI","0352686E","35047","PU",20,90,"L"
"LYCEE ST JOSEPH","0352341E","35047","PR",12,100,"L"
"LYCEE SEVIGNE","0352304P","35051","PU",19,95,"L"
"LYCEE FRANCOIS RENE DE CHATEAUBRIAND","0352533N","35085","PU",29,97,"L"
"LYCEE ST MAGLOIRE","0352471W","35095","PR",15,87,"L"
"LYCEE JEAN GUEHENNO","0350011X","35115","PU",31,94,"L"
"LYCEE JEAN-BAPTISTE LE TAILLANDIER","0350769W","35115","PR",19,100,"L"
"LYCEE LA PROVIDENCE (GENERAL ET TECHNO.)","0351930H","35184","PR",11,100,"L"
"LYCEE RENE CASSIN","0352235P","35188","PU",19,100,"L"
"LYCEE BEAUMONT","0350022J","35236","PU",29,90,"L"
"LYCEE ST SAUVEUR","0350774B","35236","PR",27,100,"L"
"LYCEE ASSOMPTION","0350778F","35238","PR",46,100,"L"
"LYCEE BREQUIGNY","0350028R","35238","PU",87,93,"L"
"LYCEE EMILE ZOLA","0350024L","35238","PU",52,98,"L"
"LYCEE FRANCOIS RENE DE CHATEAUBRIAND","0350710G","35238","PU",23,91,"L"
"LYCEE JEAN MACE","0350026N","35238","PU",32,100,"L"
"LYCEE RENE DESCARTES","0351907H","35238","PU",40,98,"L"
"LYCEE ST MARTIN","0350777E","35238","PR",34,100,"L"
"LYCEE ST VINCENT-PROVIDENCE (GENERAL ET TECHNO.)","0350776D","35238","PR",26,100,"L"
"LYCEE STE GENEVIEVE","0350783L","35238","PR",27,93,"L"
"LYCEE VICTOR ET HELENE BASCH","0352009U","35238","PU",50,90,"L"
"LYCEE JEAN PAUL II","0350801F","35278","PR",12,100,"L"
"INSTITUTION ST MALO-PROVIDENCE","0352072M","35288","PR",31,97,"L"
"LYCEE JACQUES CARTIER (GENERAL ET TECHNO.)","0350048M","35288","PU",41,95,"L"
"LYCEE BERTRAND D'ARGENTRE","0350053T","35360","PU",50,100,"L"
"LYCEE STE JEANNE D'ARC","0350808N","35360","PR",17,88,"L"
"LYCEE BENJAMIN FRANKLIN","0561534N","56007","PU",40,95,"L"
"LYCEE BROCELIANDE (GENERAL ET TECHNO.)","0560016N","56075","PU",26,96,"L"
"LYCEE NOTRE DAME DU VOEU","0560098C","56083","PR",11,100,"L"
"LYCEE VICTOR HUGO","0561607T","56083","PU",23,87,"L"
"LYCEE JEAN MACE (GENERAL ET TECHNO.)","0561698S","56098","PU",29,100,"L"
"LYCEE COLBERT (GENERAL ET TECHNO.)","0560026Z","56121","PU",25,96,"L"
"LYCEE DUPUY DE LOME","0560025Y","56121","PU",63,97,"L"
"LYCEE ST LOUIS","0560101F","56121","PR",24,83,"L"
"LYCEE LA MENNAIS","0560105K","56165","PR",20,100,"L"
"LYCEE JEANNE D'ARC-ST IVY","0560182U","56178","PR",19,100,"L"
"LYCEE JOSEPH LOTH","0560038M","56178","PU",45,93,"L"
"LYCEE MARCELLIN BERTHELOT (GENERAL ET TECHNO.)","0561641E","56184","PU",29,100,"L"
"LYCEE STE ANNE-ST LOUIS (GENERAL ET TECHNO.)","0560119A","56263","PR",26,96,"L"
"LYCEE ALAIN RENE LESAGE","0560051B","56260","PU",35,91,"L"
"LYCEE CHARLES DE GAULLE","0561627P","56260","PU",41,78,"L"
"LYCEE ST FRANCOIS-XAVIER","0560114V","56260","PR",25,100,"L"
"LYCEE ST PAUL","0560117Y","56260","PR",38,100,"L"
"LYCEE AUGUSTIN FRESNEL","0270003G","27056","PU",40,98,"L"
"LYCEE ARISTIDE BRIAND","0270016W","27229","PU",84,89,"L"
"LYCEE LEOPOLD SEDAR SENGHOR","0271579V","27229","PU",77,94,"L"
"LYCEE SAINT FRANCOIS DE SALES","0271045P","27229","PR",13,100,"L"
"LYCEE ANDRE MALRAUX","0271580W","27275","PU",17,94,"L"
"LYCEE LOUISE MICHEL (GENERAL ET TECHNO.)","0270026G","27284","PU",29,90,"L"
"LYCEE LES FONTENELLES (GENERAL ET TECHNO.)","0270029K","27375","PU",52,87,"L"
"LYCEE JACQUES PREVERT","0271431J","27467","PU",42,95,"L"
"LYCEE SAINT OUEN","0271049U","27549","PR",10,100,"L"
"LYCEE MARC BLOCH","0271582Y","27701","PU",18,89,"L"
"LYCEE DES ROCHES","0271051W","27679","PR",14,93,"L"
"LYCEE PORTE DE NORMANDIE","0270042Z","27679","PU",27,93,"L"
"LYCEE GEORGES DUMEZIL","0270044B","27681","PU",51,94,"L"
"LYCEE SAINT ADJUTOR","0271053Y","27681","PR",26,96,"L"
"LYCEE THOMAS CORNEILLE","0760005T","76057","PU",48,98,"L"
"LYCEE REY","0761718E","76108","PR",21,90,"L"
"LYCEE VALLEE DU CAILLY","0762879S","76216","PU",56,88,"L"
"LYCEE JEHAN ANGO","0760023M","76217","PU",59,83,"L"
"LYCEE LA PROVIDENCE","0761707T","76217","PR",12,83,"L"
"LYCEE ANDRE MAUROIS","0760029U","76231","PU",45,82,"L"
"LYCEE FENELON","0761708U","76231","PR",12,92,"L"
"LYCEE ANGUIER (GENERAL ET TECHNO.)","0760032X","76255","PU",25,88,"L"
